Time,CloudCover (In %),Direct_radiation (W/m²),Humidity (%H),Precipitaion (mm),SolarGeneration (MW),Surface_Pressure (hPa),Temperature (°C),ThermalGeneration (GW),Energy_Demand (GW),WindGeneration (MW),WindSpeed (km/h),USD_EGP_FX (EGP),Air_Density,BRENT_Crude_Oil_USD ($)
1/2/2022 11:30,100%,368 W/m²,55 %H,0 mm,826 MW,1014 hPa,18.8 °C,6.03 GW,6.89 GW,36.8 MW,12.2 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 11:45,99%,214 W/m²,55 %H,0 mm,481 MW,1014 hPa,18.7 °C,6.39 GW,6.90 GW,34.9 MW,12.1 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 12:00,100%,196 W/m²,53 %H,0 mm,440 MW,1014 hPa,18.8 °C,6.43 GW,6.90 GW,31.2 MW,11.9 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 12:15,100%,173 W/m²,54 %H,0 mm,388 MW,1014 hPa,18.8 °C,6.58 GW,7.00 GW,31.1 MW,11.9 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 12:30,100%,192 W/m²,54 %H,0 mm,431 MW,1014 hPa,18.7 °C,6.83 GW,7.28 GW,17.6 MW,11.2 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 12:45,100%,117 W/m²,54 %H,0 mm,263 MW,1014 hPa,18.8 °C,6.83 GW,7.12 GW,19.6 MW,11.3 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 13:00,100%,97 W/m²,54 %H,0 mm,218 MW,1014 hPa,18.7 °C,6.17 GW,6.40 GW,11.8 MW,10.9 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 13:15,97%,121 W/m²,56 %H,0 mm,272 MW,1014 hPa,18.4 °C,7.13 GW,7.41 GW,11.8 MW,10.9 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 13:30,94%,131 W/m²,56 %H,0 mm,294 MW,1014 hPa,18.6 °C,6.38 GW,6.68 GW,11.8 MW,10.9 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 13:45,98%,111 W/m²,55 %H,0 mm,249 MW,1014 hPa,18.6 °C,6.97 GW,7.23 GW,11.8 MW,10.9 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 14:00,91%,140 W/m²,56 %H,0 mm,315 MW,1014 hPa,18.4 °C,6.24 GW,6.57 GW,15.6 MW,11.1 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 14:15,89%,124 W/m²,59 %H,0 mm,279 MW,1014 hPa,17.6 °C,6.71 GW,7.01 GW,17.5 MW,11.2 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 14:30,86%,98 W/m²,63 %H,0 mm,221 MW,1014 hPa,17.7 °C,7.03 GW,7.27 GW,17.3 MW,11.2 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 14:45,90%,92 W/m²,60 %H,0 mm,207 MW,1014 hPa,18.3 °C,7.24 GW,7.47 GW,17.4 MW,11.2 km/h,15.7 EGP,1.21,$78.30 
1/2/2022 15:00,75%,88 W/m²,63 %H,0 mm,204 MW,1014 hPa,17.3 °C,6.90 GW,7.12 GW,19.2 MW,11.3 km/h,15.7 EGP,1.22,$78.30 
1/2/2022 15:15,75%,24 W/m²,67 %H,0 mm,55.9 MW,1015 hPa,16.4 °C,7.26 GW,7.38 GW,64.6 MW,15 km/h,15.7 EGP,1.22,$78.30 
1/2/2022 15:30,72%,64 W/m²,69 %H,0 mm,151 MW,1015 hPa,17.1 °C,6.65 GW,6.84 GW,41.6 MW,12.5 km/h,15.7 EGP,1.22,$78.30 
1/2/2022 15:45,72%,55 W/m²,70 %H,0 mm,130 MW,1014 hPa,17.1 °C,6.69 GW,6.87 GW,52.7 MW,13.1 km/h,15.7 EGP,1.22,$78.30 
1/2/2022 16:00,70%,0 W/m²,71 %H,0 mm,0 MW,1015 hPa,16 °C,7.20 GW,7.28 GW,77.5 MW,15.5 km/h,15.7 EGP,1.22,$78.30 
1/2/2022 16:15,61%,0 W/m²,77 %H,0 mm,0 MW,1015 hPa,15.5 °C,6.44 GW,6.54 GW,100 MW,16.4 km/h,15.7 EGP,1.22,$78.30 
1/2/2022 16:30,64%,0 W/m²,72 %H,0 mm,0 MW,1015 hPa,15.6 °C,6.67 GW,6.76 GW,88.0 MW,15.9 km/h,15.7 EGP,1.22,$78.30 
1/2/2022 16:45,64%,0 W/m²,77 %H,0 mm,0 MW,1015 hPa,15.7 °C,7.07 GW,7.16 GW,89.8 MW,16 km/h,15.7 EGP,1.22,$78.30 
1/2/2022 17:00,55%,0 W/m²,78 %H,0 mm,0 MW,1015 hPa,15.2 °C,6.55 GW,6.68 GW,127 MW,17.4 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 17:15,48%,0 W/m²,82 %H,0 mm,0 MW,1016 hPa,15.1 °C,6.78 GW,6.90 GW,127 MW,18.4 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 17:30,53%,0 W/m²,83 %H,0 mm,0 MW,1016 hPa,14.5 °C,6.37 GW,6.50 GW,133 MW,18.6 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 17:45,55%,0 W/m²,83 %H,0 mm,0 MW,1016 hPa,14.6 °C,6.62 GW,6.76 GW,143 MW,18.9 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 18:00,44%,0 W/m²,86 %H,0 mm,0 MW,1016 hPa,14.2 °C,6.15 GW,6.32 GW,170 MW,19.7 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 18:15,42%,0 W/m²,87 %H,1 mm,0 MW,1016 hPa,14.1 °C,6.20 GW,6.42 GW,213 MW,21 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 18:30,43%,0 W/m²,87 %H,1 mm,0 MW,1016 hPa,14.2 °C,6.85 GW,7.04 GW,186 MW,20.2 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 18:45,37%,0 W/m²,87 %H,1 mm,0 MW,1016 hPa,14 °C,6.83 GW,7.04 GW,210 MW,20.9 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 19:00,36%,0 W/m²,87 %H,1 mm,0 MW,1016 hPa,14 °C,6.24 GW,6.46 GW,216 MW,21.1 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 19:15,36%,0 W/m²,91 %H,1 mm,0 MW,1016 hPa,13.6 °C,6.04 GW,6.16 GW,118 MW,18.2 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 19:30,36%,0 W/m²,91 %H,1 mm,0 MW,1016 hPa,13.8 °C,5.98 GW,6.14 GW,158 MW,19.4 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 19:45,36%,0 W/m²,91 %H,1 mm,0 MW,1016 hPa,14 °C,5.85 GW,6.06 GW,205 MW,20.8 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 20:00,31%,0 W/m²,91 %H,0 mm,0 MW,1016 hPa,13.6 °C,6.23 GW,6.37 GW,139 MW,18 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 20:15,25%,0 W/m²,92 %H,0 mm,0 MW,1016 hPa,13.5 °C,5.87 GW,5.98 GW,106 MW,16.7 km/h,15.7 EGP,1.23,$78.30 
1/2/2022 20:30,31%,0 W/m²,92 %H,0 mm,0 MW,1016 hPa,13 °C,6.26 GW,6.38 GW,126 MW,17.5 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 20:45,28%,0 W/m²,94 %H,0 mm,0 MW,1016 hPa,13 °C,6.46 GW,6.51 GW,51.5 MW,14.6 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 21:00,24%,0 W/m²,95 %H,0 mm,0 MW,1016 hPa,12.9 °C,6.39 GW,6.46 GW,70.6 MW,14.2 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 21:15,24%,0 W/m²,96 %H,0 mm,0 MW,1016 hPa,12.4 °C,5.71 GW,5.78 GW,65.2 MW,13.9 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 21:30,15%,0 W/m²,96 %H,0 mm,0 MW,1016 hPa,12.7 °C,5.82 GW,5.87 GW,54.4 MW,13.3 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 21:45,22%,0 W/m²,96 %H,0 mm,0 MW,1016 hPa,12.6 °C,5.81 GW,5.86 GW,50.8 MW,13.1 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 22:00,14%,0 W/m²,96 %H,0 mm,0 MW,1016 hPa,12.2 °C,5.62 GW,5.64 GW,16.5 MW,11.2 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 22:15,12%,0 W/m²,97 %H,0 mm,0 MW,1016 hPa,11.9 °C,5.63 GW,5.65 GW,25.5 MW,11.7 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 22:30,14%,0 W/m²,98 %H,0 mm,0 MW,1016 hPa,11.8 °C,5.01 GW,5.04 GW,30.9 MW,12 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 22:45,9%,0 W/m²,98 %H,0 mm,0 MW,1016 hPa,11.8 °C,5.06 GW,5.08 GW,18.3 MW,11.3 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 23:00,8%,0 W/m²,98 %H,0 mm,0 MW,1016 hPa,11.7 °C,5.06 GW,5.10 GW,38.1 MW,12.4 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 23:15,8%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11.6 °C,4.67 GW,4.71 GW,39.9 MW,12.5 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 23:30,8%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11.7 °C,4.35 GW,4.43 GW,74.2 MW,14.4 km/h,15.7 EGP,1.24,$78.30 
1/2/2022 23:45,8%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11.4 °C,4.22 GW,4.28 GW,59.3 MW,14.9 km/h,15.7 EGP,1.24,$78.30 
1/3/2022 0:00,7%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11 °C,3.98 GW,4.04 GW,61.9 MW,15 km/h,15.7 EGP,1.25,$78.30 
1/3/2022 0:15,11%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.9 °C,4.15 GW,4.21 GW,59.3 MW,14.9 km/h,15.7 EGP,1.25,$78.30 
1/3/2022 0:30,8%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.9 °C,4.07 GW,4.13 GW,56.7 MW,14.8 km/h,15.7 EGP,1.25,$78.40 
1/3/2022 0:45,12%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.8 °C,4.36 GW,4.42 GW,59.3 MW,14.9 km/h,15.7 EGP,1.25,$78.90 
1/3/2022 1:00,12%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.7 °C,4.48 GW,4.53 GW,51.5 MW,14.6 km/h,15.7 EGP,1.25,$78.60 
1/3/2022 1:15,69%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.7 °C,4.41 GW,4.48 GW,67.0 MW,14 km/h,15.7 EGP,1.25,$78.80 
1/3/2022 1:30,28%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.7 °C,4.57 GW,4.64 GW,70.6 MW,14.2 km/h,15.7 EGP,1.25,$78.60 
1/3/2022 1:45,30%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.7 °C,4.45 GW,4.51 GW,65.2 MW,13.9 km/h,15.7 EGP,1.25,$78.60 
1/3/2022 2:00,80%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.7 °C,4.54 GW,4.60 GW,65.2 MW,13.9 km/h,15.7 EGP,1.25,$79.20 
1/3/2022 2:15,84%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.7 °C,4.53 GW,4.59 GW,59.8 MW,13.6 km/h,15.7 EGP,1.25,$79.10 
1/3/2022 2:30,83%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.7 °C,4.63 GW,4.68 GW,50.8 MW,13.1 km/h,15.7 EGP,1.25,$78.70 
1/3/2022 2:45,81%,0 W/m²,100 %H,0 mm,0 MW,1016 hPa,10.9 °C,4.68 GW,4.73 GW,52.6 MW,13.2 km/h,15.7 EGP,1.25,$78.90 
1/3/2022 3:00,85%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11 °C,4.53 GW,4.57 GW,49.0 MW,13 km/h,15.7 EGP,1.25,$79.00 
1/3/2022 3:15,86%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11 °C,4.96 GW,5.00 GW,34.5 MW,12.2 km/h,15.7 EGP,1.25,$78.90 
1/3/2022 3:30,86%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11.1 °C,5.03 GW,5.07 GW,39.9 MW,12.5 km/h,15.7 EGP,1.24,$78.50 
1/3/2022 3:45,87%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11.1 °C,4.96 GW,5.00 GW,45.4 MW,12.8 km/h,15.7 EGP,1.24,$78.90 
1/3/2022 4:00,88%,0 W/m²,99 %H,0 mm,0 MW,1016 hPa,11.1 °C,4.88 GW,4.90 GW,23.7 MW,11.6 km/h,15.7 EGP,1.24,$79.00 
1/3/2022 4:15,88%,0 W/m²,99 %H,0 mm,0 MW,1017 hPa,11 °C,4.79 GW,4.82 GW,20.1 MW,11.4 km/h,15.7 EGP,1.25,$79.10 
1/3/2022 4:30,84%,0 W/m²,99 %H,0 mm,0 MW,1017 hPa,11.1 °C,4.89 GW,4.92 GW,23.7 MW,11.6 km/h,15.7 EGP,1.25,$79.30 
1/3/2022 4:45,82%,0 W/m²,99 %H,0 mm,0 MW,1017 hPa,11 °C,5.31 GW,5.32 GW,14.7 MW,11.1 km/h,15.7 EGP,1.25,$78.50 
1/3/2022 5:00,80%,0 W/m²,99 %H,0 mm,0 MW,1017 hPa,11 °C,5.08 GW,5.10 GW,18.6 MW,10.8 km/h,15.7 EGP,1.25,$79.20 
1/3/2022 5:15,80%,66 W/m²,99 %H,0 mm,151 MW,1017 hPa,11.5 °C,4.97 GW,5.14 GW,15.5 MW,10.6 km/h,15.7 EGP,1.24,$78.70 
1/3/2022 5:30,80%,151 W/m²,99 %H,0 mm,345 MW,1017 hPa,11.2 °C,4.77 GW,5.13 GW,17.0 MW,10.7 km/h,15.7 EGP,1.25,$79.30 
1/3/2022 5:45,80%,24 W/m²,99 %H,0 mm,54.8 MW,1017 hPa,11.3 °C,5.16 GW,5.23 GW,17.0 MW,10.7 km/h,15.7 EGP,1.25,$78.80 
1/3/2022 6:00,80%,157 W/m²,98 %H,0 mm,358 MW,1018 hPa,11.8 °C,5.22 GW,5.60 GW,15.5 MW,10.6 km/h,15.7 EGP,1.24,$79.40 
1/3/2022 6:15,56%,230 W/m²,94 %H,0 mm,598 MW,1018 hPa,13.9 °C,4.85 GW,5.45 GW,1.55 MW,9.70 km/h,15.7 EGP,1.24,$79.20 
1/3/2022 6:30,66%,265 W/m²,95 %H,0 mm,653 MW,1018 hPa,13.6 °C,4.73 GW,5.40 GW,12.4 MW,10.4 km/h,15.7 EGP,1.24,$78.60 
1/3/2022 6:45,72%,198 W/m²,95 %H,0 mm,472 MW,1018 hPa,13.4 °C,5.07 GW,5.54 GW,0 MW,9.60 km/h,15.7 EGP,1.24,$78.40 
1/3/2022 7:00,53%,268 W/m²,87 %H,0 mm,708 MW,1018 hPa,14.1 °C,5.01 GW,5.72 GW,0 MW,9.50 km/h,15.7 EGP,1.23,$79.20 
1/3/2022 7:15,43%,278 W/m²,84 %H,0 mm,771 MW,1018 hPa,14.9 °C,5.21 GW,5.98 GW,0 MW,9.60 km/h,15.7 EGP,1.23,$79.00 
1/3/2022 7:30,48%,310 W/m²,82 %H,0 mm,839 MW,1018 hPa,14.9 °C,5.52 GW,6.36 GW,3.14 MW,9.80 km/h,15.7 EGP,1.23,$79.30 
1/3/2022 7:45,52%,318 W/m²,86 %H,0 mm,841 MW,1018 hPa,15.4 °C,5.12 GW,5.97 GW,7.79 MW,10.1 km/h,15.7 EGP,1.23,$79.20 
1/3/2022 8:00,39%,384 W/m²,79 %H,0 mm,1.08 GW,1018 hPa,15.8 °C,5.04 GW,6.14 GW,12.6 MW,10.4 km/h,15.7 EGP,1.23,$78.50 
1/3/2022 8:15,35%,394 W/m²,75 %H,0 mm,1.13 GW,1018 hPa,17.1 °C,4.75 GW,5.91 GW,28.1 MW,11.8 km/h,15.7 EGP,1.22,$78.60 
1/3/2022 8:30,36%,445 W/m²,77 %H,0 mm,1.27 GW,1018 hPa,16.3 °C,5.09 GW,6.39 GW,20.6 MW,11.4 km/h,15.7 EGP,1.23,$79.10 
1/3/2022 8:45,37%,402 W/m²,78 %H,0 mm,1.14 GW,1018 hPa,17 °C,5.64 GW,6.80 GW,14.2 MW,10.5 km/h,15.7 EGP,1.22,$78.30 
1/3/2022 9:00,33%,479 W/m²,69 %H,0 mm,1.39 GW,1018 hPa,17.5 °C,5.20 GW,6.62 GW,34.1 MW,12.1 km/h,15.7 EGP,1.22,$79.30 
1/3/2022 9:15,34%,375 W/m²,63 %H,0 mm,1.08 GW,1018 hPa,18 °C,5.92 GW,7.04 GW,34.4 MW,12.1 km/h,15.7 EGP,1.22,$78.90 
1/3/2022 9:30,35%,443 W/m²,66 %H,0 mm,1.27 GW,1018 hPa,17.6 °C,5.28 GW,6.58 GW,26.7 MW,11.7 km/h,15.7 EGP,1.22,$79.10 
1/3/2022 9:45,35%,358 W/m²,64 %H,0 mm,1.03 GW,1018 hPa,17.6 °C,5.97 GW,7.02 GW,24.9 MW,11.6 km/h,15.7 EGP,1.22,$78.30 
1/3/2022 10:00,35%,349 W/m²,62 %H,0 mm,999 MW,1018 hPa,18.4 °C,6.13 GW,7.15 GW,23.1 MW,11.5 km/h,15.7 EGP,1.22,$79.20 
1/3/2022 10:15,54%,384 W/m²,61 %H,0 mm,998 MW,1018 hPa,18.9 °C,6.36 GW,7.39 GW,26.9 MW,11.7 km/h,15.7 EGP,1.21,$78.40 
1/3/2022 10:30,38%,448 W/m²,60 %H,0 mm,1.26 GW,1017 hPa,19 °C,5.46 GW,6.76 GW,32.7 MW,12 km/h,15.7 EGP,1.21,$78.80 
1/3/2022 10:45,43%,393 W/m²,62 %H,0 mm,1.08 GW,1017 hPa,19.2 °C,6.14 GW,7.26 GW,36.4 MW,12.2 km/h,15.7 EGP,1.21,$79.00 
1/3/2022 11:00,55%,480 W/m²,56 %H,0 mm,1.24 GW,1017 hPa,19.3 °C,5.80 GW,7.09 GW,42.6 MW,12.5 km/h,15.7 EGP,1.21,$79.20 
1/3/2022 11:15,64%,476 W/m²,54 %H,0 mm,1.17 GW,1017 hPa,19.4 °C,5.68 GW,6.90 GW,52.4 MW,13 km/h,15.7 EGP,1.21,$78.60 
1/3/2022 11:30,67%,464 W/m²,56 %H,0 mm,1.12 GW,1017 hPa,19.4 °C,6.25 GW,7.42 GW,46.4 MW,12.7 km/h,15.7 EGP,1.21,$79.20 
1/3/2022 11:45,58%,477 W/m²,56 %H,0 mm,1.21 GW,1017 hPa,19.5 °C,6.00 GW,7.26 GW,46.4 MW,12.7 km/h,15.7 EGP,1.21,$78.60 
1/3/2022 12:00,67%,421 W/m²,53 %H,0 mm,1.02 GW,1017 hPa,19.5 °C,6.26 GW,7.34 GW,56.3 MW,13.2 km/h,15.7 EGP,1.21,$78.30 
1/3/2022 12:15,67%,391 W/m²,53 %H,0 mm,945 MW,1017 hPa,19.6 °C,6.24 GW,7.25 GW,60.2 MW,13.4 km/h,15.7 EGP,1.21,$79.20 
1/3/2022 12:30,67%,373 W/m²,52 %H,0 mm,901 MW,1017 hPa,19.6 °C,6.71 GW,7.68 GW,62.2 MW,13.5 km/h,15.7 EGP,1.21,$78.60 
1/3/2022 12:45,67%,389 W/m²,52 %H,0 mm,940 MW,1017 hPa,19.6 °C,6.21 GW,7.21 GW,60.3 MW,13.4 km/h,15.7 EGP,1.21,$78.50 
1/3/2022 13:00,66%,357 W/m²,51 %H,0 mm,868 MW,1017 hPa,19.6 °C,7.21 GW,8.15 GW,68.2 MW,13.8 km/h,15.7 EGP,1.21,$78.70 
1/3/2022 13:15,64%,370 W/m²,52 %H,0 mm,910 MW,1017 hPa,19.3 °C,7.20 GW,8.18 GW,70.0 MW,13.9 km/h,15.7 EGP,1.21,$78.80 
1/3/2022 13:30,63%,357 W/m²,52 %H,0 mm,882 MW,1017 hPa,19.6 °C,6.99 GW,7.94 GW,70.0 MW,13.9 km/h,15.7 EGP,1.21,$79.20 
1/3/2022 13:45,65%,358 W/m²,52 %H,0 mm,876 MW,1017 hPa,19.4 °C,6.56 GW,7.51 GW,70.0 MW,13.9 km/h,15.7 EGP,1.21,$79.20 
1/3/2022 14:00,61%,372 W/m²,52 %H,0 mm,930 MW,1017 hPa,19.3 °C,6.64 GW,7.65 GW,73.9 MW,14.1 km/h,15.7 EGP,1.21,$78.80 
1/3/2022 14:15,53%,277 W/m²,55 %H,0 mm,724 MW,1018 hPa,18.9 °C,7.49 GW,8.27 GW,55.0 MW,14.6 km/h,15.7 EGP,1.21,$78.30 
1/3/2022 14:30,48%,325 W/m²,55 %H,0 mm,872 MW,1018 hPa,18.6 °C,6.90 GW,7.83 GW,52.3 MW,14.5 km/h,15.7 EGP,1.22,$78.30 
1/3/2022 14:45,56%,246 W/m²,53 %H,0 mm,633 MW,1018 hPa,18.7 °C,7.00 GW,7.70 GW,58.0 MW,14.7 km/h,15.7 EGP,1.21,$78.90 
1/3/2022 15:00,42%,203 W/m²,57 %H,0 mm,562 MW,1018 hPa,18.3 °C,6.86 GW,7.49 GW,60.3 MW,14.8 km/h,15.7 EGP,1.22,$78.30 
1/3/2022 15:15,47%,76 W/m²,62 %H,0 mm,205 MW,1018 hPa,18 °C,7.11 GW,7.42 GW,111 MW,16.7 km/h,15.7 EGP,1.22,$78.60 
1/3/2022 15:30,46%,131 W/m²,59 %H,0 mm,356 MW,1018 hPa,18 °C,8.00 GW,8.44 GW,92.9 MW,16 km/h,15.7 EGP,1.22,$78.40 
1/3/2022 15:45,48%,131 W/m²,59 %H,0 mm,353 MW,1018 hPa,16.9 °C,7.82 GW,8.28 GW,109 MW,16.6 km/h,15.7 EGP,1.22,$78.30 
1/3/2022 16:00,48%,0 W/m²,64 %H,0 mm,0 MW,1018 hPa,16.9 °C,7.99 GW,8.10 GW,114 MW,16.8 km/h,15.7 EGP,1.22,$78.60 
1/3/2022 16:15,48%,0 W/m²,65 %H,0 mm,0 MW,1019 hPa,16.6 °C,7.58 GW,7.70 GW,119 MW,17 km/h,15.7 EGP,1.22,$78.30 
1/3/2022 16:30,47%,0 W/m²,68 %H,0 mm,0 MW,1019 hPa,16.6 °C,7.34 GW,7.47 GW,127 MW,18.3 km/h,15.7 EGP,1.22,$79.00 
1/3/2022 16:45,47%,0 W/m²,68 %H,0 mm,0 MW,1019 hPa,16.9 °C,8.12 GW,8.24 GW,121 MW,17.1 km/h,15.7 EGP,1.22,$78.60 
1/3/2022 17:00,41%,0 W/m²,69 %H,0 mm,0 MW,1019 hPa,16.2 °C,7.58 GW,7.72 GW,137 MW,18.6 km/h,15.7 EGP,1.23,$78.60 
1/3/2022 17:15,39%,0 W/m²,71 %H,0 mm,0 MW,1019 hPa,15.9 °C,7.06 GW,7.22 GW,164 MW,19.4 km/h,15.7 EGP,1.23,$78.70 
1/3/2022 17:30,32%,0 W/m²,72 %H,0 mm,0 MW,1019 hPa,15.5 °C,7.20 GW,7.37 GW,164 MW,19.4 km/h,15.7 EGP,1.23,$78.50 
1/3/2022 17:45,38%,0 W/m²,73 %H,0 mm,0 MW,1019 hPa,15.6 °C,7.73 GW,7.89 GW,153 MW,19.1 km/h,15.7 EGP,1.23,$78.70 
1/3/2022 18:00,26%,0 W/m²,74 %H,0 mm,0 MW,1019 hPa,15.3 °C,7.51 GW,7.68 GW,167 MW,19.5 km/h,15.7 EGP,1.23,$78.60 
1/3/2022 18:15,26%,0 W/m²,76 %H,0 mm,0 MW,1019 hPa,15.3 °C,7.73 GW,7.90 GW,166 MW,19.5 km/h,15.7 EGP,1.23,$78.40 
1/3/2022 18:30,23%,0 W/m²,75 %H,0 mm,0 MW,1020 hPa,15.2 °C,6.94 GW,7.10 GW,166 MW,19.5 km/h,15.7 EGP,1.23,$78.50 
1/3/2022 18:45,22%,0 W/m²,75 %H,0 mm,0 MW,1020 hPa,15.2 °C,7.10 GW,7.27 GW,166 MW,19.5 km/h,15.7 EGP,1.23,$78.60 
1/3/2022 19:00,21%,0 W/m²,77 %H,0 mm,0 MW,1020 hPa,14.9 °C,7.63 GW,7.79 GW,166 MW,19.5 km/h,15.7 EGP,1.23,$78.40 
1/3/2022 19:15,22%,0 W/m²,80 %H,0 mm,0 MW,1020 hPa,14.8 °C,7.33 GW,7.45 GW,120 MW,18.2 km/h,15.8 EGP,1.23,$78.30 
1/3/2022 19:30,23%,0 W/m²,79 %H,0 mm,0 MW,1020 hPa,14.3 °C,6.98 GW,7.12 GW,138 MW,18.7 km/h,15.7 EGP,1.24,$78.30 
1/3/2022 19:45,22%,0 W/m²,79 %H,0 mm,0 MW,1020 hPa,14.6 °C,7.44 GW,7.58 GW,142 MW,18 km/h,15.8 EGP,1.23,$78.50 
1/3/2022 20:00,25%,0 W/m²,81 %H,0 mm,0 MW,1020 hPa,14.1 °C,7.15 GW,7.29 GW,139 MW,17.9 km/h,15.7 EGP,1.24,$78.50 
1/3/2022 20:15,29%,0 W/m²,84 %H,0 mm,0 MW,1020 hPa,13.6 °C,7.22 GW,7.34 GW,128 MW,17.5 km/h,15.7 EGP,1.24,$78.70 
1/3/2022 20:30,26%,0 W/m²,83 %H,0 mm,0 MW,1020 hPa,13.7 °C,7.20 GW,7.33 GW,128 MW,17.5 km/h,15.7 EGP,1.24,$79.30 
1/3/2022 20:45,28%,0 W/m²,84 %H,0 mm,0 MW,1020 hPa,14 °C,7.10 GW,7.18 GW,80.9 MW,15.7 km/h,15.7 EGP,1.24,$79.20 
1/3/2022 21:00,29%,0 W/m²,85 %H,0 mm,0 MW,1020 hPa,13.5 °C,6.85 GW,6.92 GW,78.1 MW,15.6 km/h,15.7 EGP,1.24,$78.60 
1/3/2022 21:15,28%,0 W/m²,88 %H,0 mm,0 MW,1020 hPa,13.4 °C,6.36 GW,6.43 GW,72.7 MW,14.3 km/h,15.7 EGP,1.24,$79.10 
1/3/2022 21:30,29%,0 W/m²,86 %H,0 mm,0 MW,1020 hPa,13.3 °C,6.46 GW,6.53 GW,72.7 MW,15.4 km/h,15.7 EGP,1.24,$78.70 
1/3/2022 21:45,29%,0 W/m²,87 %H,0 mm,0 MW,1020 hPa,12.9 °C,6.21 GW,6.27 GW,67.4 MW,15.2 km/h,15.7 EGP,1.24,$79.30 
1/3/2022 22:00,27%,0 W/m²,89 %H,0 mm,0 MW,1020 hPa,12.8 °C,6.10 GW,6.17 GW,70.8 MW,14.2 km/h,15.7 EGP,1.24,$79.30 
1/3/2022 22:15,30%,0 W/m²,91 %H,0 mm,0 MW,1020 hPa,12.4 °C,6.38 GW,6.44 GW,61.6 MW,13.7 km/h,15.7 EGP,1.24,$78.60 
1/3/2022 22:30,29%,0 W/m²,90 %H,0 mm,0 MW,1020 hPa,12.7 °C,5.67 GW,5.72 GW,45.4 MW,12.8 km/h,15.7 EGP,1.24,$79.00 
1/3/2022 22:45,30%,0 W/m²,91 %H,0 mm,0 MW,1020 hPa,12.4 °C,5.56 GW,5.60 GW,43.6 MW,12.7 km/h,15.7 EGP,1.24,$78.90 
1/3/2022 23:00,30%,0 W/m²,91 %H,0 mm,0 MW,1020 hPa,12.2 °C,5.69 GW,5.72 GW,32.7 MW,12.1 km/h,15.7 EGP,1.25,$78.90 
